427.0737,155.1636,476.0661,5.7677,255.523,410.5835,516.3158,47.4719,75.7125,463.0522,155.2993,102.0648,285.6437,543.5547,566,270.7928,226.7966,357.2538,343.0548,566.1,489.1197,482.0914,36.5223,521.2109,354.3689,77.925,88.6861,491.9344,335.2852,235.1781,4.6442,88.1771,86212.6923,88756.2308,97707.8132,98008.5722,98716.5892,96457.7616,96773.6993,100328.8932,79696.1132,90093.0925,79395.6995,100893.8537,91116.6415,98560.67,99789.2341,78199.7899,1480707.346
427.482,147.4593,474.996,9.5407,258.2593,404.2589,524.3422,44.4009,70.4385,468.8828,159.6474,106.3439,280.748,553.2837,566.0,263.2385,218.2468,347.1482,332.9649,566.0,484.4616,471.9044,48.0358,519.1315,364.8982,65.3082,101.1422,490.5889,345.8587,239.1995,12.1615,68.4592,85072.1153,89537.7844,97471.8644,97784.4832,98897.57,96694.4862,95547.8933,98879.6861,82893.9171,89158.6518,80356.5067,100927.1007,89760.5631,97828.2206,99214.7876,79108.3094,1479133.94
423.7709,155.9451,470.8182,4.0438,253.8868,390.2231,509.0224,50.7996,72.8076,463.4203,155.5628,96.4738,290.1398,547.1974,554.8533,251.877,202.976,352.5276,347.6675,563.4937,475.9432,486.7068,54.9416,525.0178,371.9532,81.5468,95.3886,475.8627,350.7924,240.0667,7.0359,86.0173,83820.2398,86874.1779,97521.987,98715.677,97482.5776,96537.7309,94230.9109,100504.037,81572.782,89932.3496,80588.313,100977.1693,90274.1347,97757.2251,99333.6857,79691.2458,1475814.243
431.8288,146.672,466.1145,7.0164,261.3787,408.9941,521.9852,44.036,77.5854,450.5736,153.5447,108.9839,296.2685,540.7769,565.139,256.4509,219.6163,349.6021,349.907,554.4477,483.0268,477.2764,41.7047,513.8518,371.2593,77.4516,92.7453,478.5863,348.8754,227.384,1.0817,78.1879,87265.1353,89619.0302,98121.2873,98158.007,98952.2592,96479.0401,96669.7436,99857.6062,82267.0302,88657.7954,79139.2437,100480.0554,91102.1702,98224.0435,100672.3076,78387.9296,1484052.684
437.7897,141.3579,474.3819,4.3434,256.5644,393.0113,516.1617,52.488,66.1179,457.0365,165.1748,105.4829,283.907,552.3903,566.0,268.0366,221.9707,350.0474,334.5915,559.6716,479.2224,478.8008,38.215,503.1606,372.2845,82.0181,87.2123,482.1999,346.8257,226.7739,0.0,83.0666,86643.6528,88612.9918,97377.6322,96779.8065,98588.3101,96603.488,95912.3167,99953.9882,80579.2854,88819.3409,80145.6969,100693.3759,89663.6079,97947.9575,100924.1871,80104.724,1479350.362
450.898,144.7559,475.3267,2.5512,241.1346,400.2228,510.2312,54.6467,78.7078,466.5793,161.9662,99.769,290.2338,545.9282,559.4819,263.77,236.0611,366.9779,332.8841,559.1812,482.8782,478.6326,43.32,517.8953,373.6055,68.8797,101.4923,482.3627,334.8205,218.6794,0.0,79.9809,87704.5032,88290.4496,97658.8865,98324.3528,98623.6073,96606.1148,94731.8943,101316.4648,77925.4484,87779.9566,81388.1816,100582.6873,91470.9832,97741.047,100097.4638,79993.7164,1480235.758
438.4449,145.8895,480.3081,0.0,257.6128,406.4007,518.2356,45.647,72.237,463.7746,179.9617,116.4523,283.219,549.8353,560.195,274.7229,248.6789,348.3283,346.8845,557.489,472.2705,455.1495,44.0591,518.4353,374.2728,75.7245,80.4783,490.508,356.4677,224.04,12.6368,69.6172,88518.2294,89377.654,97710.1788,98794.9496,98711.4125,96861.8755,94876.9247,101263.256,83744.1701,89760.5214,79319.8657,99682.5028,89471.1233,98482.9333,98829.3857,78649.5447,1484054.528
424.023,149.598,475.549,6.5324,248.6003,411.4488,510.8031,51.3025,77.3265,465.1731,168.1048,105.3743,289.0274,547.1969,564.4437,270.8756,223.1294,347.0249,337.9013,553.6709,475.6166,459.2803,53.7027,516.6668,374.935,89.3824,92.6343,474.7915,344.4997,224.9296,5.3101,78.4871,87599.3607,90318.8385,97951.8684,98724.2927,98404.9329,96725.3371,93752.5629,100718.7541,81376.6988,89672.0156,80476.5874,101344.7753,91465.2495,98261.472,99441.7509,78232.1068,1484466.604
439.7945,150.9443,462.8802,0.0,256.5223,402.1251,524.6089,52.3963,77.1711,464.1097,169.6676,110.3826,280.2615,538.0898,565.3818,286.5668,235.7965,352.6684,334.8162,555.8774,479.1644,466.7669,47.5681,511.8751,374.3035,79.0846,89.0713,485.4351,345.9197,213.3402,4.6677,77.3412,88810.2929,89361.7111,98075.8842,98344.5764,98741.991,96704.2089,96362.4553,100994.2872,81760.3887,90067.2775,80112.7795,101038.5411,89971.7756,97755.5738,100208.6156,78694.9356,1487005.295
445.5542,146.2119,465.4023,5.4237,260.983,408.2051,509.7389,48.9131,74.1388,463.7998,168.3094,91.6755,280.4376,539.496,555.4662,282.6553,228.9758,340.0057,336.7134,555.1771,473.9509,464.0586,29.9347,517.1809,381.696,79.2613,91.137,485.9313,349.1302,230.0207,5.4065,77.8418,85987.7338,89515.2742,98057.1945,98510.926,98845.6485,96717.0132,95277.1577,99844.0205,83527.5081,88033.8901,80544.5243,100202.3354,88955.1977,98084.7602,99410.9077,78834.5239,1480348.616
447.3091,149.1706,472.1891,0.0,247.5049,403.0306,512.4737,49.1549,76.1663,463.9086,161.3395,101.8507,281.5752,541.3744,560.4002,283.7559,230.8167,363.8098,334.9116,551.698,472.1703,458.8735,48.4248,526.2818,374.9558,79.1964,94.6199,484.2089,349.418,223.2019,0.0,67.6781,87009.7348,90476.1751,97881.818,97490.2517,98645.2739,96712.4702,95305.6093,100824.6375,81035.6526,88418.1009,80365.2055,101368.6018,90622.4641,98133.174,100522.5013,78754.1795,1483565.85
70.5083,496.0121,316.5676,467.2496,116.5281,351.3212,81.2493,259.957,510.9015,238.4023,339.0241,195.1601,63.2079,516.0898,265.3091,542.1006,79.0829,241.887,16.9607,123.2661,359.3952,90.7804,205.5691,227.3234,154.2355,119.1873,515.2157,79.0154,372.7091,53.2834,308.9468,412.9918,71574.4152,89467.6033,70369.8949,72104.4207,95082.3251,78984.4378,80982.24,80567.3685,91204.5412,79149.4502,96657.9794,66757.2619,93794.8817,93044.4674,89310.6872,96501.9756,1345553.95
342.7972,566.0,394.0512,44.9125,0.0,490.945,204.4421,160.0566,381.8684,370.1962,204.3649,566.0,0.0,446.1985,444.2124,189.125,280.1599,530.9966,566.0,509.3239,0.0,280.3206,383.4624,566.0,66.9826,236.9318,266.4385,180.0965,198.1845,524.0051,7.8247,215.881,85207.4628,96641.6148,99493.6054,89586.048,66144.6745,92050.7584,87183.758,97339.0285,80208.7506,78874.5364,78965.6447,98084.698,78808.2092,99041.4596,86314.0737,65613.8265,1379558.149
175.5744,248.0372,352.6653,0.0,0.0,130.4758,0.0,183.2771,338.9597,501.1563,566.0,418.6392,235.577,82.8728,268.6268,262.3004,558.3565,296.9274,566.0,201.9212,253.5817,63.1198,380.0794,398.8697,73.9224,556.4518,374.9593,0.0,238.8789,566.0,374.8299,102.9983,98489.3645,77581.8017,98485.5595,63031.438,73401.3525,67549.2841,82075.3538,89788.2691,89348.0624,96556.283,97165.4617,93624.8158,69172.5301,97433.0244,84987.4912,92080.9488,1370771.041
59.9628,439.4877,0.0,31.6201,119.613,474.8103,339.0904,244.7435,566.0,182.2077,443.6413,236.8747,339.506,48.2733,530.8925,560.9061,94.4992,97.1891,566.0,259.0916,566.0,299.369,160.6241,566.0,180.2416,375.0264,0.0,312.4065,367.5775,451.3852,0.0,242.5151,79209.6733,78910.0225,97966.2899,78684.0959,98216.761,97733.9674,87966.0999,96772.3914,86203.7072,92676.4566,76069.6603,90210.9773,97431.7252,83545.1019,90041.9007,97121.3648,1428760.195
566.0,566.0,185.8015,41.2751,409.0435,0.0,326.7389,330.3181,200.2375,300.8602,504.2048,526.9007,167.0416,566.0,331.343,269.313,484.8416,0.0,205.7581,87.8353,517.8794,0.0,54.5954,444.1639,0.0,213.3137,0.0,397.132,471.2606,259.4639,0.0,510.5851,96505.488,95366.7671,76652.2923,70543.1709,98030.3337,65435.821,83126.765,88733.3561,69972.5644,81929.4205,86722.6648,84939.7105,90644.2592,97875.4573,76987.4132,98194.2988,1361659.783
112.2683,404.0548,444.4526,234.2977,71.383,0.0,200.2403,157.1788,551.1346,566.0,0.0,469.1816,0.0,316.4178,566.0,259.856,504.193,0.0,566.0,126.3016,436.4204,154.9456,462.1022,255.263,301.203,417.4078,505.9041,227.9967,0.0,566.0,193.4267,340.2309,97852.284,78443.5536,96693.1949,81884.9817,81275.9668,70346.0359,86505.6266,76171.5677,88594.7751,97230.8601,98532.9655,82711.0141,67866.3915,98164.8042,93698.3735,87287.1292,1383259.524
197.7774,270.2268,0.0,213.7728,505.0777,144.1939,321.2406,489.9668,210.0181,417.5691,274.0851,430.5746,50.7435,167.2784,478.0013,566.0,566.0,92.9969,95.9509,355.285,566.0,0.0,136.096,200.595,0.0,566.0,242.119,0.0,9.8964,464.6992,103.4748,109.581,97787.6014,73807.5673,77595.6374,89350.3026,96308.1775,65601.4026,90605.9078,96703.0482,67197.7423,94740.1798,89003.6934,74420.9102,78371.3928,84389.9485,82952.8814,97647.2366,1356483.63
566.0,102.6268,199.7925,269.9697,361.8369,350.86,244.2413,232.2334,396.8128,566.0,427.0329,566.0,0.0,3.2136,203.7543,333.9568,267.2311,71.42,59.0544,0.0,489.3874,117.2668,416.3911,566.0,447.2368,169.7724,566.0,90.3256,39.1741,276.9314,167.8711,55.796,96783.3915,75264.6515,75127.4159,70014.6677,87301.5146,90253.8773,80547.0391,97648.3398,86039.9781,88997.898,96446.8708,85656.1808,70439.1308,83882.6572,81667.1996,75323.485,1341394.298
485.165,0.0,561.9117,566.0,0.0,449.3416,0.0,234.8105,566.0,70.8572,277.2935,88.7752,443.9649,296.3145,310.2476,334.0884,454.1049,158.6685,204.5597,0.0,27.1436,404.1477,440.9922,566.0,566.0,321.34,342.8246,31.3923,16.7953,566.0,0.0,73.0148,87107.7971,74436.3313,96673.1266,95908.9307,70998.3086,77059.8513,92912.8879,90797.0368,96428.8966,89102.6431,85735.0055,78576.1599,92168.9553,97532.5821,72162.9487,84328.5318,1381929.993
465.819,176.3429,247.0146,457.1069,199.1453,566.0,0.0,485.8119,60.8642,337.3641,222.0507,566.0,102.5109,562.0141,390.2432,566.0,193.8275,412.8277,530.6858,0.0,566.0,496.5877,445.9104,566.0,409.9914,313.4527,374.2518,566.0,120.3552,361.1709,422.3381,169.9909,84407.5732,82255.3626,100276.3064,83115.1502,99568.5868,85852.3672,93212.9371,94039.2213,85789.6213,73512.3046,85605.3444,96050.855,67724.5849,91027.9392,79350.0874,96132.8756,1397921.117
174.1279,309.9049,0.0,382.8247,198.1855,566.0,140.0302,313.8049,303.86,566.0,0.0,566.0,86.6448,293.6638,430.108,478.3939,0.0,293.3486,224.6704,225.4858,566.0,496.7861,489.0493,394.2736,515.8714,271.9628,566.0,0.0,59.0577,153.8375,0.0,428.5547,69058.3947,78771.6903,81897.6534,85763.3073,97218.1126,96506.4696,85953.5678,93787.7754,96904.3674,96220.2238,97505.7952,95967.5863,73059.1959,69985.5645,92415.3119,86365.9831,1397380.999
503.5336,298.6058,566.0,371.2405,360.5676,551.5161,225.0707,249.3933,0.0,566.0,0.0,337.0473,417.5994,233.403,428.2509,285.2434,523.0523,528.5847,203.5919,270.9426,509.5606,298.8717,433.568,566.0,566.0,139.1094,0.0,462.1278,0.0,173.5075,127.0801,286.6782,96589.0964,100086.003,91835.3994,92096.8548,98163.1968,96983.459,69850.1053,99226.4195,97559.9966,83688.0401,69489.2029,78206.635,74944.0116,67908.6865,82146.9294,80033.3095,1378807.346
